no_loss_index,tvb_root_index,MAC,no_loss_real_Hz,tvb_real_Hz,real_shift_Hz,no_loss_imag_Hz,tvb_imag_Hz,imag_increment_Hz,no_loss_Forward,tvb_Forward,no_loss_Backward,tvb_Backward,tracking_quality
43,95,0.997362568801475,1715.30858420842,1728.05232260429,12.7437383958702,105.413784503928,95.613890086366,-9.799894417562,0.50328750066656,0.503756777105695,0.496463531070468,0.496050160867715,high
44,82,0.722009274027109,1716.83335858735,1706.15231917289,-10.68103941446,138.038059874239,151.591709925627,13.553650051388,0.456580692054107,0.363813133321004,0.552862212964056,0.218292012170811,moderate
45,73,0.740239714601259,1716.86166439004,1683.46170967014,-33.3999547199001,138.021798574839,60.4597092892454,-77.5620892855936,0.388742809334453,0.284054214076101,0.531163031905479,0.379712296041305,moderate
46,83,0.67782670664106,1716.9865095912,1706.15567623444,-10.83083335676,138.121253794808,151.593128468616,13.471874673808,0.358246985507986,0.278434189492872,0.295075353878123,0.24763583036209,low
47,71,0.764132063161228,1717.01111002861,1683.43506119908,-33.5760488295298,138.099130104158,60.4509547037655,-77.6481754003925,0.385583065034022,0.243310547603307,0.373293530123701,0.365709564855508,moderate
48,86,0.828120089774462,1721.45516704182,1718.84904532473,-2.60612171708999,201.116183270501,210.274396906574,9.15821363607299,0.356731850940062,0.417101764165435,0.0228199409778789,0.0399794911998499,moderate
49,87,0.834698954917429,1721.46040024709,1718.85037512925,-2.61002511784,201.111442747734,210.272871299969,9.16142855223501,0.488529387357455,0.532577969476118,0.554109081695466,0.41514347938262,moderate
50,88,0.809877053396574,1721.46858861476,1718.86187668343,-2.60671193132998,201.108673772219,210.270091387115,9.16141761489601,0.447382781700989,0.0755809996566152,0.276124951111499,0.279664815591856,moderate
51,89,0.8889856159044,1721.47202706524,1718.86485940008,-2.60716766515998,201.102095402381,210.266604881042,9.16450947866102,0.698698028045273,0.861163947219173,0.464597626878323,0.479780292534941,moderate
52,103,0.880109597759585,1724.19709626787,1763.11161708102,38.9145208131501,76.839612426426,17.1223764017673,-59.7172360246587,0.364586515861552,0.508483868643007,0.603543840654173,0.474018192901607,moderate
53,104,0.88502289150318,1725.07841265377,1763.95641127636,38.87799862259,78.1084688502828,18.2985645137761,-59.8099043365067,0.412766623791905,0.41277615833656,0.488836008363925,0.424169741185169,moderate
54,105,0.937920063405311,1766.68672753308,1806.68770050819,40.0009729751098,80.6989678034914,33.3154081069757,-47.3835596965157,0.569511208621494,0.511530493855605,0.42366411106945,0.482789444473522,high
55,106,0.938154273576976,1767.14484244587,1807.46032218943,40.31547974356,80.2794907045042,33.3241309758358,-46.9553597286684,0.405804669613473,0.437497594025222,0.423546478958489,0.427029946666829,high
56,107,0.997339617304522,1801.46606646263,1809.43196210535,7.96589564272017,104.712709983924,95.888909250118,-8.823800733806,0.00096623616002195,0.000981049236681606,0.000688865032746496,0.000600848899009893,high
57,110,0.967267820906678,1817.15915518322,1858.50470178508,41.34554660186,84.3176518003741,51.196820597813,-33.1208312025611,0.523090719470459,0.513561864144896,0.464705177073638,0.464293734769112,high
58,111,0.965440126020321,1818.21917547836,1859.7080421366,41.4888666582399,84.4354258700897,51.5697641196422,-32.8656617504475,0.499498833153572,0.474631424710422,0.4463446328577,0.438449632071156,high
59,108,0.997046672166035,1826.73176916116,1837.94089227482,11.2091231136601,100.451800858711,89.8839038657359,-10.5678969929751,0.502708521738562,0.502830456265351,0.497108374497899,0.496952670518239,high
60,109,0.970769496073257,1828.27845635112,1839.48830354556,11.20984719444,99.3931368585087,88.7877166700229,-10.6054201884858,0.502656175319584,0.502861160864326,0.496642026810267,0.496748463504049,high
