% Model:              双层结构非对称测试_仿照optic_左右手性相同_CPA_辐射_purcell_高手性低放大倍数.mph
% Version:            COMSOL 6.4.0.293
% Date:               Jun 26 2026, 17:14
% Table:              表格 62 {tbl62} - 全局计算 1 {gev1}
% freq (Hz)              Ez1/(1e-4[W]) (1)        Ez0/(1e-4[W]) (1)        Ez_1/(1e-4[W]) (1)       Ef1/(1e-4[W]) (1)        Ef0/(1e-4[W]) (1)        Ef_1/(1e-4[W]) (1)
2569.5                   0.281854549050375        0.6954212952721103       0.7092519832667655       0.11753126826027203      0.6657257654979897       0.11676418798063588
2570.5                   0.2882200942069252       0.6939677276527971       0.702048302901571        0.1172343028312714       0.6600978442847206       0.11671896894600226
2571.5                   0.2952100159243858       0.6923698812252828       0.6948205147672304       0.11712815260686485      0.6543162672139925       0.11666152302664556
2572.5                   0.3029056818655357       0.6906137506423667       0.6875615258670824       0.11725801726256088      0.6483636303998432       0.11659037999464225
2573.5                   0.31140170601787515      0.688683362302178        0.6802632295879644       0.1176784696311225       0.6422203046401369       0.11650386936835168
2574.5                   0.32080858668485934      0.6865604280208252       0.6729163152351221       0.11845559652668537      0.6358640679556947       0.1164000869522293
2575.5                   0.3312559701426867       0.684223924675209        0.6655100346088386       0.1196696963610423       0.6292696647183211       0.11627685458212987
2576.5                   0.3428967132834224       0.6816495811469676       0.6580319142222478       0.12141869885773643      0.6224082741361482       0.11613167145272599
2577.5                   0.3559119737773797       0.6788092484480658       0.6504673982643481       0.12382252788857832      0.6152468662215406       0.11596165495673433
2578.5                   0.37051763146532424      0.6756701216753013       0.6427994026987819       0.12702870534437088      0.6077474173417874       0.11576346838337462
2579.5                   0.3869724479321875       0.672193772735938        0.6350077544863367       0.13121960099982102      0.5998659495993481       0.11553323205658553
2580.5                   0.4055885142591672       0.6683349396949064       0.6270684811384688       0.13662188376467238      0.5915513479665592       0.115266413479527
2581.5                   0.42674473699466825      0.6640400008016922       0.6189529036686621       0.14351894318908648      0.5827438955672404       0.11495769070766294
2582.5                   0.45090439480638805      0.6592450369034205       0.6106264690858741       0.1522673561301068       0.5733734496757847       0.11460078138439365
2583.5                   0.478638200933844        0.6538733524013461       0.6020472347544569       0.16331891688152553      0.5633571575779517       0.11418822748384334
2584.5                   0.5106548863412287       0.6478322784319911       0.5931638831515271       0.17725039851989477      0.552596580794251        0.11371112262959691
2585.5                   0.5478421616441572       0.6410090172496647       0.5839130971902966       0.19480417517436635      0.5409740564797786       0.11315876464032301
2586.5                   0.5913221539863376       0.6332651964978119       0.5742160565445801       0.2169442759239253       0.5283480745344136       0.11251821042766454
2587.5                   0.6425272495179293       0.6244296761826891       0.5639737142361776       0.24493462380954753      0.5145473877807181       0.11177370329994213
2588.5                   0.7033050112200895       0.614288976871414        0.5530603653992363       0.28044955510372704      0.49936350434500937      0.11090593408824996
2589.5                   0.7760649532124648       0.6025744605834782       0.541314805628837        0.32573187789353125      0.4825411504312697       0.10989108800722837
2590.5                   0.8639861294075237       0.5889450856828454       0.5285280665689486       0.38382176467002266      0.46376627785479796      0.10869962136714971
2591.5                   0.9713137080907882       0.5729641853851576       0.5144262790572168       0.4588923090475895       0.4426513237644079       0.10729471343933386
2592.5                   1.1037861403555682       0.5540683694435896       0.49864662855927794      0.556747016002409        0.4187179485095841       0.10563036756230086
2593.5                   1.2692530556464863       0.5315266085282692       0.48070368055190255      0.6855639679536106       0.39137894044443305      0.103649237632911
2594.5                   1.478566093724155        0.5043886722182515       0.45994284978919986      0.8570135265078955       0.35992467848267895      0.10128054108381072
2595.5                   1.746839719878182        0.47142663961111053      0.4354784819657695       1.087927678080994        0.32352845492564264      0.09843914661483
2596.5                   2.095145873541889        0.4310871337314421       0.4061190147438839       1.4027299687902883       0.2813057626538329       0.09502869523719691
2597.5                   2.5524951318611544       0.38151005652744         0.37029975544117577      1.8367263584636033       0.2325096335578886       0.09095575810723197
2598.5                   3.1571951570378904       0.3207659753658752       0.3260978175513194       2.43971686161598         0.177044031964869        0.08617118595096143
2599.5                   3.9544279672384235       0.2476830238569851       0.2715453028513894       3.277100070662489        0.11666108609169967      0.08077254906296369
2600.5                   4.98142220352822         0.1640234736541645       0.20576211648630208      4.419225712637837        0.057414280347606324     0.07522465160426944
2601.5                   6.222829639531736        0.07898936223853975      0.13180938972829806      5.8970113594745          0.013585910026550409     0.07073502946134533
2602.5                   7.522981716839674        0.015116290213311758     0.06149412625065643      7.596772755734751        0.010397973721853413     0.06957438231938437
2603.5                   8.515507602035019        0.006892867846947316     0.017562980523392488     9.138999263826534        0.07586440476558066      0.07447285553933893
2604.5                   8.768350524803708        0.07797920193996889      0.022217044891387896     9.97346706003111         0.21427312794384354      0.08625279576799297
2605.5                   8.16801805293312         0.21183779546373535      0.07510386790502445      9.818325273280914        0.3883004852152167       0.10192401554745642
2606.5                   7.037735339462342        0.36242742598406436      0.1519113208529396       8.914154153526809        0.546844440388335        0.11687764643629187
2607.5                   5.799916971909027        0.49328218935269486      0.22730932060937548      7.718423366112408        0.6631791598302043       0.12843080034275853
2608.5                   4.701897494530535        0.5923644892109847       0.288997951363414        6.555206103939674        0.7373959186877121       0.13632511721040647
2609.5                   3.8156739119135397       0.6625417185485254       0.33512844295566         5.557290179090752        0.780288247614273        0.14138326557304828
2610.5                   3.127504776437521        0.7109050268431476       0.3681295762856675       4.745430601436974        0.8027039968501128       0.14452466481770468
2611.5                   2.598860590552029        0.743992158405516        0.3911845097192783       4.097282427031945        0.8125078951211298       0.14644664194895946
2612.5                   2.1915910137019297       0.7666665968180303       0.4070075047178661       3.581004243377906        0.8147666432779023       0.1476127960170816
2613.5                   1.8749079108488704       0.7822775708109659       0.4176325269743731       3.167424648477168        0.8125962295557816       0.14831614256189124
2614.5                   1.625706083209218        0.7930706625249773       0.424513141990211        2.833034837730154        0.8078823195931614       0.1487388401341321
2615.5                   1.4270962876190127       0.8005447635141721       0.42867308129383636      2.5597898981177485       0.801762283228036        0.1489939631955439
2616.5                   1.2668066330415937       0.8057062902166789       0.4308336883338047       2.33407891170978         0.7949227244263637       0.14915203187192258
2617.5                   1.1358869737987043       0.8092382280324786       0.43150715527116734      2.1456670324312315       0.7877781117104097       0.14925730107467006
2618.5                   1.027754395944951        0.8116099263561326       0.43106120574810447      1.9868270910861612       0.7805774629602734       0.14933768337814712
2619.5                   0.9375152816448351       0.8131481345456777       0.4297631476494502       1.851680909379525        0.7734683808674968       0.14941081798675235
2620.5                   0.8614897083304353       0.8140832150484433       0.4278097936418022       1.735715345821522        0.7665358562567276       0.14948781802643907
2621.5                   0.7968780301644237       0.8145795126778675       0.42534788558982695      1.6354307797582508       0.7598260433676112       0.14957561175436382
2622.5                   0.7415259118855836       0.8147555572927861       0.42248816210286333      1.5480861546661782       0.7533609883357607       0.14967842348264207
2623.5                   0.6937573646013294       0.8146976794976046       0.41931515361459626      1.4715133421679683       0.7471478443683051       0.14979872161816427
2624.5                   0.6522549314423488       0.8144693080497385       0.4158940827447191       1.403981072293496        0.7411846847749547       0.1499378322921317
2625.5                   0.6159728015462528       0.8141174002376991       0.41227578349082644      1.344094377375918        0.7354641914070399       0.1500963404080511
2626.5                   0.584073127902778        0.8136769441296355       0.40850024939628204      1.2907196181318448       0.7299760017683564       0.15027435388041044
2627.5                   0.5558788582442766       0.8131741476170063       0.4045992220496704       1.2429280710789847       0.7247082011822614       0.15047167882198342
2628.5                   0.5308384376448751       0.8126287220560723       0.40059810016900765      1.199953093778263        0.7196482657115567       0.15068793616118625
2629.5                   0.5084991334097009       0.8120555343089605       0.39651736230020695      1.1611573083909406       0.714783650090828        0.15092263938417186
2630.5                   0.4884866851927832       0.8114658132948          0.39237363755222465      1.126007242170011        0.7101021453778078       0.15117524627087908
2631.5                   0.47048964053642167      0.8108680389757337       0.38818051900014483      1.0940535668121154       0.7055920870534608       0.15144519312202742
2632.5                   0.45424719376314027      0.8102686027422041       0.38394918707934966      1.0649155774974455       0.7012424662418171       0.15173191713863432
2633.5                   0.43953966798651734      0.8096723016951987       0.3796888913585397       1.0382689090141033       0.6970429785991135       0.15203487076188865
2634.5                   0.4261810084042384       0.8090827111830243       0.3754073258096917       1.0138357432128107       0.6929840336311354       0.1523535305503368
2635.5                   0.4140128186492908       0.8085024673766111       0.37111092330448675      0.9913769485750823       0.6890567394652505       0.15268740235071832
2636.5                   0.40289959023637306      0.8079334828587961       0.36680508835635095      0.9706857292196446       0.6852528729929359       0.15303602396621568
2637.5                   0.3927248613830876       0.8073771119734963       0.36249438228682057      0.9515824614403748       0.681564841899535        0.1533989661489425
2638.5                   0.38338810490781683      0.8068342782550829       0.35818267147230337      0.9339104707967468       0.6779856428418839       0.15377583248742718
2639.5                   0.3748021919294153       0.8063055730492976       0.3538732467464903       0.9175325589251849       0.6745088185134598       0.15416625858248126
2640.5                   0.36689131324226293      0.805791332118385        0.3495689201147268       0.9023281316206628       0.6711284153276188       0.15456991078267965
2641.5                   0.35958926669144037      0.8052916953472489       0.34527210351591137      0.8881908119501781       0.6678389427677113       0.15498648466608408
2642.5                   0.35283803894706445      0.804806653395204        0.3409848732927673       0.875026446816718        0.6646353350073273       0.15541570339460692
2643.5                   0.3465866253962436       0.804336084226756        0.3367090232211957       0.8627514343870231       0.661512915103605        0.15585731602749187
2644.5                   0.3407900436524165       0.8038797817639766       0.3324461083318939       0.8512913145170133       0.6584673618650533       0.15631109585022646
2645.5                   0.3354085052951255       0.8034374783779444       0.3281974812831295       0.8405795757998491       0.6554946793867523       0.15677683875613585
2646.5                   0.3304067175445992       0.8030088625445699       0.3239643226795938       0.8305566418652893       0.6525911691526808       0.15725436170282284
2647.5                   0.3257532921308298       0.8025935927045836       0.31974766644556657      0.8211690066700079       0.6497534045706788       0.15774350125664638
2648.5                   0.32142024298438393      0.802191308118798        0.3155484211427884       0.8123684941536821       0.6469782077761985       0.15824411223163848
2649.5                   0.31738255784151825      0.8018016373509024       0.31136738794650887      0.8041116221323772       0.6442626285328275       0.15875606642435147
2650.5                   0.31361783160202056      0.8014242048748651       0.30720527585846574      0.7963590539001434       0.6416039250647411       0.15927925144333985
2651.5                   0.31010595148516334      0.801058636183622        0.3030627146250986       0.7890751239047792       0.6389995466361601       0.15981356963072052
2652.5                   0.3068288257927623       0.8007045617180704       0.2989402657427255       0.7822274262184038       0.6364471177450539       0.1603589370701432
